daily_target,daily_nh3,ton_cost,total_cost,total_buy_MWh,total_sell_MWh,total_ren_MWh,total_load_MWh,curtailment_MWh,ren_used_MWh,self_use_ratio,green_ratio,feedin_ratio,all_pass,pass_count,alkel_ratio,pemel_ratio,nh3_ratio,alkel_on,pemel_on,alkel_startups,pemel_startups,avg_alkel_load,avg_pemel_load,alkel_energy_share,equipment_utilization,daily_storage_cost,cost_breakdown,solve_status,scenario_id,storage_cap_MWh,model_type
72,39.3404,4079.57,160492.0,0.0,0.0,707.68,597.23,110.46,597.23,0.8439,1.185,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3639, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9361, 0.7087, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1884, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6848, 0.4988, 0.3756, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8725,0.9009,0.3376,0.5464,0.0,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 68839.65, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 0.0}",1,17,0,dual
72,40.3235,4051.96,163389.03,0.0,0.0,707.68,610.6,95.97,611.72,0.8628,1.159,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.3639, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7883, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.1884, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6848, 0.5333, 0.4187, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8725,0.74,0.3294,0.56,963.24,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 70773.44, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 963.24}",1,17,5,dual
72,40.6725,4056.73,164997.38,0.0,0.0,707.68,615.08,90.4,617.29,0.8691,1.1506,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.3639, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7423, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.1884, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6848, 0.5333, 0.5333, 0.3938, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8725,0.749,0.3268,0.5649,1926.48,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 71418.55, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 1926.48}",1,17,10,dual
72,41.3685,4066.14,168210.32,0.0,0.0,707.68,624.0,79.24,628.44,0.8817,1.1341,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.3639, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9538, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.1884, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6848, 0.5333, 0.5333, 0.5333, 0.5333, 0.5083, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8725,0.7669,0.3216,0.5746,3852.97,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 72705.0, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 3852.97}",1,17,20,dual
72,42.0589,4075.5,171411.04,0.0,0.0,707.68,632.83,68.04,639.65,0.8942,1.1183,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.48, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.2515, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6848, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8725,0.7845,0.3167,0.5842,5779.45,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 73979.23, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 5779.45}",1,17,30,dual
72,43.4279,4094.51,177816.05,0.0,0.0,707.68,650.52,45.66,662.03,0.9192,1.0879,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.1002, 0.1002, 0.1002, 0.1002, 0.4303, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.5333, 0.05, 0.05, 0.05, 0.05, 0.2245, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6848, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8725,0.82,0.3072,0.6032,9632.42,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 76531.27, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 9632.42}",1,17,50,dual
72,46.2596,4167.1,192768.42,0.0,0.0,707.68,684.74,0.0,707.68,0.9676,1.0335,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3963, 0.9325, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.1002, 0.1002, 0.6673, 0.8482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.5333, 0.5333, 0.5333, 0.05, 0.05, 0.3532, 0.4512, 0.6847, 0.9641, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.9254,0.9048,0.2772,0.6425,19264.84,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(58001.58), 'om_total': 81851.23, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 19264.84}",1,17,100,dual
72,35.015,3942.54,138047.9,0.0,0.0,577.89,536.3,41.6,536.3,0.928,1.0776,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3992, 0.8427, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1449, 0.4578, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9981, 0.6935, 0.6653, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0732, 0.2394, 0.4843, 0.686, 0.9163, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7545, 0.5323, 0.3674, 0.3521, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8468,0.8489,0.2958,0.4863,0.0,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 61970.7, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 0.0}",1,18,0,dual
72,35.9519,3918.0,140859.66,0.0,0.0,577.89,549.08,27.68,550.22,0.9501,1.0525,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3992, 0.8427, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.1449, 0.4578, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8067, 0.6653, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.0732, 0.2394, 0.4843, 0.686, 0.9163, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7545, 0.5333, 0.4287, 0.3521, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8468,0.6977,0.288,0.4993,963.24,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 63819.22, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 963.24}",1,18,5,dual
72,36.3009,3924.64,142467.9,0.0,0.0,577.89,553.55,22.1,555.79,0.9579,1.044,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3992, 0.8427, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.1449, 0.4578, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6869, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.0732, 0.2394, 0.4843, 0.686, 0.9163, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7545, 0.5333, 0.5333, 0.3639, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8468,0.7066,0.2854,0.5042,1926.48,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 64464.22, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 1926.48}",1,18,10,dual
72,36.9972,3937.63,145681.36,0.0,0.0,577.89,562.48,10.92,566.98,0.9733,1.0274,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3992, 0.8427, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.1449, 0.4578, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8548, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.0732, 0.2394, 0.4843, 0.686, 0.9163, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7545, 0.5333, 0.5333, 0.5333, 0.4547, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8468,0.7245,0.2804,0.5138,3852.97,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 65751.2, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 3852.97}",1,18,20,dual
72,37.6758,3951.14,148862.07,0.0,0.0,577.89,571.17,0.0,577.89,0.9884,1.0118,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3992, 0.8427, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.1449, 0.4578, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9641, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.0732, 0.2394, 0.4843, 0.686, 0.9163, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7545, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5139, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.8468,0.7419,0.2756,0.5233,5779.45,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 67005.43, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 5779.45}",1,18,30,dual
72,37.7368,4051.35,152884.89,0.0,0.0,577.89,567.17,0.0,577.89,0.9814,1.0189,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.1449, 0.824, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.0732, 0.4381, 0.4843, 0.5333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,1.0,0.7658,0.2461,0.5241,9632.42,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 67175.27, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 9632.42}",1,18,50,dual
72,37.7368,4306.6,162517.31,0.0,0.0,577.89,567.17,0.0,577.89,0.9814,1.0189,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.1002, 0.1449, 0.824, 0.9094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.0732, 0.4381, 0.4843, 0.5333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333, 0.5333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,1.0,0.7658,0.2461,0.5241,19264.84,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(42426.42), 'om_total': 67175.27, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 19264.84}",1,18,100,dual
72,28.4586,3976.54,113166.85,0.0,0.0,455.72,445.78,9.94,445.78,0.9782,1.0223,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3067, 0.6416, 0.8256, 0.8701, 0.7809, 0.4776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1377, 0.4851, 0.9113, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6393, 0.559, 0.6469, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0695, 0.2543, 0.4853, 0.6449, 0.8104, 0.9072, 0.9309, 0.8834, 0.7262, 0.5333, 0.3381, 0.2945, 0.3422, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.6504,0.8133,0.2105,0.3953,0.0,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(27765.74), 'om_total': 51750.33, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 0.0}",1,19,0,dual
72,29.155,3960.86,115478.82,0.0,0.0,455.72,453.32,0.75,454.97,0.9947,1.0053,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6416, 0.863, 0.8701, 0.7809, 0.4776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.0, 0.0, 0.1377, 0.5503, 0.9113, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7613, 0.6, 0.6469, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.0, 0.0, 0.0695, 0.2898, 0.4853, 0.5333, 0.8104, 0.9271, 0.9309, 0.8834, 0.7262, 0.5333, 0.4041, 0.3168, 0.3422, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.7266,0.694,0.1922,0.4049,963.24,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(27765.74), 'om_total': 53099.06, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 963.24}",1,19,5,dual
72,29.24,3985.18,116526.88,0.0,0.0,455.72,452.05,0.0,455.72,0.9919,1.0081,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6416, 1.0, 0.9293, 0.7809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.0, 0.0, 0.1377, 0.5503, 0.9113, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9771, 0.6, 0.6469, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.0, 0.0, 0.0695, 0.2898, 0.4853, 0.5333, 0.8104, 1.0, 0.9624, 0.8834, 0.5333, 0.5333, 0.5209, 0.3168, 0.3422, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.838,0.7038,0.178,0.4061,1926.48,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(27765.74), 'om_total': 53183.88, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 1926.48}",1,19,10,dual
72,29.242,4058.5,118678.69,0.0,0.0,455.72,452.0,0.0,455.72,0.9918,1.0082,0.0,True,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6416, 0.8256, 0.8701, 0.7809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1002, 0.1002, 0.1002, 0.1002, 0.0, 0.0, 0.1377, 0.5503, 0.9113, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.808, 0.6469, 0.7391, 0.8614, 0.9215, 0.9086, 0.8291]","[0.05, 0.05, 0.05, 0.05, 0.0, 0.0, 0.0695, 0.2898, 0.4853, 0.5333, 0.8104, 0.9072, 0.9309, 0.8834, 0.5333, 0.5333, 0.5333, 0.4294, 0.3422, 0.3921, 0.4583, 0.4908, 0.4839, 0.4408]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,24,0.7795,0.7143,0.1656,0.4061,3852.97,"{'wind_lcoe': np.float64(33650.77), 'pv_lcoe': np.float64(27765.74), 'om_total': 53409.2, 'grid_buy': 0.0, 'grid_sell_rev': 0.0, 'storage_daily': 3852.97}",1,19,20,dual
